baseline_model,residual_feature,residual_transform,alpha,baseline_valid_r2,final_valid_r2,delta_r2
ridge_rank_alpha10000,feature_33,positive_indicator,-0.004400816694211965,0.0020924724141028195,0.0020987170826926027,6.244668589783231e-6
ridge_rank_alpha10000,feature_40,bottom05_indicator,-0.01695641856048246,0.0020924724141028195,0.0020986966138683005,6.224199765481053e-6
ridge_rank_alpha10000,feature_35,square_z,-0.00045349486188545936,0.0020924724141028195,0.0020986303702861253,6.157956183305835e-6
ridge_rank_alpha10000,feature_35,abs_z,-0.0009252894250352131,0.0020924724141028195,0.0020985979703241897,6.125556221370232e-6
ridge_rank_alpha10000,feature_08,abs_z,-0.0006844181299592849,0.0020924724141028195,0.00209857759965959,6.1051855567706426e-6
ridge_rank_alpha10000,feature_33,top05_indicator,0.003285899354811136,0.0020924724141028195,0.0020984348016187537,5.962387515934253e-6
ridge_rank_alpha10000,feature_22,rank,-0.0011444591108822483,0.0020924724141028195,0.002098323139933189,5.8507258303697185e-6
ridge_rank_alpha10000,feature_76,z,-0.0012512879990433361,0.0020924724141028195,0.0020979343202859324,5.46190618311293e-6
ridge_rank_alpha10000,feature_73,abs_z,-0.004070589633079205,0.0020924724141028195,0.0020978374472730987,5.365033170279254e-6
ridge_rank_alpha10000,feature_32,square_z,-0.0006145607653793483,0.0020924724141028195,0.002097789911808312,5.317497705492613e-6
